N
473,436
C
100
R
119,45
T
123,247
124,246
125,245
126,245
126,244
127,243
128,243
129,242
129,241
130,240
131,240
132,239
133,238
134,237
135,236
136,235
137,235
137,234
138,233
139,233
140,232
140,231
141,231
142,230
143,229
144,228
145,227
146,226
147,226
148,225
148,224
149,223
150,223
151,222
151,221
152,221
153,220
154,219
155,219
156,218
156,217
157,217
158,216
159,215
160,215
161,214
162,214
162,213
163,212
164,212
165,211
166,210
167,210
168,211
169,211
170,211
171,212
172,212
173,212
174,213
175,213
176,213
177,213
178,214
179,214
180,215
181,215
182,215
183,216
184,216
185,217
186,217
187,217
188,218
189,218
190,219
191,219
192,219
193,220
194,220
195,221
196,221
197,221
198,222
199,222
200,223
201,223
202,223
203,224
204,225
205,225
206,225
207,226
208,226
209,227
210,227
211,227
212,228
213,228
214,229
215,229
216,229
217,230
218,230
219,231
220,231
221,231
222,232
223,232
224,233
225,233
226,233
227,234
228,234
229,235
230,235
231,235
232,236
233,236
234,237
235,237
236,237
237,238
238,238
239,239
240,239
241,239
242,240
243,240
244,241
245,241
246,241
247,242
248,242
249,243
250,243
251,243
252,244
253,244
254,245
255,245
256,245
257,246
258,246
259,247
260,247
261,248
262,248
263,249
264,249
265,249
266,250
267,250
268,251
269,251
270,251
271,252
272,252
273,253
274,253
275,253
276,254
277,254
278,255
279,255
280,255
281,256
282,256
283,257
284,257
285,257
286,258
287,258
288,259
289,259
290,259
291,260
292,260
293,261
294,261
295,261
296,262
297,262
298,263
299,263
300,263
301,264
302,264
303,265
304,265
305,265
306,266
307,266
308,267
309,267
310,267
311,268
312,268
313,269
314,269
315,270
316,270
317,271
318,271
319,271
320,272
321,272
322,273
323,273
324,273
325,274
326,274
327,275
328,275
329,275
330,276
331,276
332,277
333,277
334,277
335,278
336,278
337,279
338,279
339,279
340,280
341,280
342,281
343,281
344,281
345,282
346,282
347,283
348,283
349,283
350,284
351,284
352,285
353,285
354,285
355,286
356,286
357,287
358,287
359,287
360,288
361,288
362,289
363,289
364,289
365,290
366,290
367,291
368,291
369,291
370,292
371,293
371,294
371,295
371,296
371,297
371,298
371,299
371,300
371,301
371,302
371,303
371,304
371,305
371,306
371,307
371,308
371,309
371,310
371,311
371,312
371,313
371,314
371,315
371,316
371,317
371,318
371,319
371,320
371,321
371,322
371,323
371,324
371,325
371,326
